-1
           JDAY!            LAT!            LON!          PRESS!           TEMP!             O3!             CO!            H2O!             NO!           JO1D!           JNO2!            NO2!           HCHO!           C2H6!           C3H8!         IC4H10!         NC4H10!           C2H4!           C3H6!           C5H8!          CH3OH!         C2H5OH!       CH3COCH3!            MEK!            MVK!           MACR!            PAN!           C2H2!        APINENE!        BPINENE!       LIMONENE!         IC5H12!         NC5H12!          M22C4!           CHEX!          M23C4!           M2PE!           M3PE!         NC6H14!         NC8H18!       TBUT2ENE!        BUT1ENE!      MEPROPENE!       CBUT2ENE!           C4H6!        BENZENE!        TOLUENE!          EBENZ!           MXYL!           PXYL!           OXYL!            NOx!
 2.20495100e+02! 5.00880000e+00! 2.61150000e+00! 5.94680000e+02! 2.73230000e+02! 4.61840000e-08! 1.47810000e-07! 9.04620000e-03! 2.67360000e-11! 8.43550000e-05! 1.27540000e-02! 0.00000000e+00! 4.49359994e-10! 8.70690020e-10! 3.76299998e-11! 5.13999997e-12! 5.34999996e-12! 8.98999972e-12! 5.38000026e-12! 1.82500005e-11! 1.12499998e-09! 0.00000000e+00! 8.91750007e-10! 3.88600020e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 2.48299992e-10! 1.47338652e-11! 9.54378503e-12! 2.09564935e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 3.76999994e-12! 0.00000000e+00! 2.72000001e-12! 0.00000000e+00! 0.00000000e+00! 2.34440002e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20495800e+02! 5.08420000e+00! 2.61650000e+00! 5.94670000e+02! 2.73280000e+02! 4.42170000e-08! 1.40930000e-07! 8.95070000e-03! 2.25940000e-11! 9.18950000e-05! 1.40660000e-02! 0.00000000e+00! 4.04160011e-10! 8.69674777e-10! 8.84623208e-11! 4.30553024e-11! 9.46378878e-11! 2.55036409e-10! 5.43762257e-11! 6.13889972e-12! 0.00000000e+00! 0.00000000e+00! 8.35669978e-10! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 4.18105078e-10! 1.43737912e-11! 9.40479031e-12! 2.07323221e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 2.36669989e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20496500e+02! 5.15960000e+00! 2.61530000e+00! 5.94780000e+02! 2.73260000e+02! 4.39620000e-08! 1.39250000e-07! 8.92810000e-03! 1.31500000e-11! 9.31270000e-05! 1.48230000e-02! 5.50069990e-11! 3.67279984e-10! 8.61131999e-10! 8.69257027e-11! 4.17676796e-11! 9.12510900e-11! 2.47126986e-10! 5.26672421e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 9.25090005e-10! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.44999998e-10! 4.06301187e-10! 1.41912766e-11! 9.33433626e-12! 2.06186943e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 3.46570030e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20497900e+02! 5.30880000e+00! 2.61660000e+00! 5.94470000e+02! 2.73140000e+02! 4.69890000e-08! 1.56410000e-07! 9.36700000e-03! 3.47070000e-11! 9.29480000e-05! 1.43350000e-02! 0.00000000e+00! 3.33250011e-10! 9.48390144e-10! 1.02621099e-10! 5.49197909e-11! 1.25844793e-10! 3.27916250e-10! 7.01232544e-11! 1.63609994e-11! 0.00000000e+00! 0.00000000e+00! 9.62669944e-10! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 5.26869381e-10! 1.46777035e-11! 9.52210619e-12! 2.09215284e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 3.90279996e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20498600e+02! 5.38310000e+00! 2.61650000e+00! 5.94510000e+02! 2.73150000e+02! 4.70870000e-08! 1.56990000e-07! 9.30530000e-03! 3.72430000e-11! 7.50490000e-05! 1.16950000e-02! 0.00000000e+00! 3.32700006e-10! 9.51339452e-10! 1.03151598e-10! 5.53643277e-11! 1.27014052e-10! 3.30646899e-10! 7.07132547e-11! 6.79409957e-12! 0.00000000e+00! 0.00000000e+00! 9.70239999e-10! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.27999999e-10! 5.30944511e-10! 1.43932713e-11! 9.41230947e-12! 2.07444496e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.01470004e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20499300e+02! 5.45710000e+00! 2.61710000e+00! 5.94470000e+02! 2.73150000e+02! 4.66480000e-08! 1.54800000e-07! 9.30200000e-03! 2.74490000e-11! 7.11440000e-05! 1.11230000e-02! 0.00000000e+00! 3.29769989e-10! 9.40203360e-10! 1.01148513e-10! 5.36858266e-11! 1.22599111e-10! 3.20336396e-10! 6.84854812e-11! 2.36669989e-11! 0.00000000e+00! 0.00000000e+00! 9.49999968e-10! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 5.15557375e-10! 1.48949169e-11! 9.60595405e-12! 2.10567588e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 3.96669989e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20500000e+02! 5.53110000e+00! 2.61630000e+00! 5.94530000e+02! 2.73000000e+02! 4.76530000e-08! 1.57980000e-07! 9.51820000e-03! 3.71070000e-11! 6.77780000e-05! 1.06590000e-02! 0.00000000e+00! 3.33260003e-10! 8.56890003e-10! 3.02399980e-11! 6.19999972e-12! 5.51000001e-12! 1.16200001e-11! 4.55000013e-12! 0.00000000e+00! 9.46730028e-10! 0.00000000e+00! 8.50500004e-10! 6.14700027e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 2.30750002e-10! 1.41912766e-11! 9.33433626e-12! 2.06186943e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 3.53999989e-12! 2.03999990e-12! 4.67000006e-12! 0.00000000e+00! 0.00000000e+00! 3.79999990e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20500700e+02! 5.60520000e+00! 2.61680000e+00! 5.94430000e+02! 2.72800000e+02! 4.66310000e-08! 1.55530000e-07! 9.78590000e-03! 3.15000000e-11! 5.67680000e-05! 8.94740000e-03! 0.00000000e+00! 3.40920014e-10! 8.56890003e-10! 3.02399980e-11! 6.19999972e-12! 5.51000001e-12! 1.16200001e-11! 4.55000013e-12! 1.44709999e-11! 9.46730028e-10! 0.00000000e+00! 8.63939975e-10! 6.14700027e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 2.30750002e-10! 1.46215123e-11! 9.50041521e-12! 2.08865460e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 3.53999989e-12! 2.03999990e-12! 4.67000006e-12! 0.00000000e+00! 0.00000000e+00! 3.80880015e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20501400e+02! 5.67980000e+00! 2.61700000e+00! 5.94450000e+02! 2.72960000e+02! 4.68190000e-08! 1.54580000e-07! 9.75100000e-03! 4.94960000e-11! 8.21920000e-05! 1.25950000e-02! 0.00000000e+00! 3.70109970e-10! 8.20330026e-10! 2.35799991e-11! 5.35172080e-11! 1.22155605e-10! 9.53999987e-12! 6.82616880e-11! 2.50569999e-11! 6.80509982e-10! 0.00000000e+00! 8.66539951e-10! 1.16949991e-10! 0.00000000e+00! 0.00000000e+00! 1.12000000e-10! 2.08890003e-10! 1.49362432e-11! 9.62190744e-12! 2.10824865e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 4.40999971e-12! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 4.65140010e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20510400e+02! 4.99200000e+00! 2.61650000e+00! 6.96110000e+02! 2.81650000e+02! 1.09250000e-07! 2.61500000e-07! 4.32120000e-03! 9.56020000e-11! 7.33180000e-05! 1.13350000e-02! 0.00000000e+00! 5.59669977e-10! 1.48276968e-09! 1.98741662e-10! 1.35464959e-10! 3.37700978e-10! 8.22679980e-10! 1.77026047e-10! 2.25560005e-11! 0.00000000e+00! 0.00000000e+00! 1.13919996e-09! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.26524435e-09! 1.48618860e-11! 9.59320384e-12! 2.10361954e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 8.22779969e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20511100e+02! 4.92370000e+00! 2.61720000e+00! 6.96250000e+02! 2.81430000e+02! 1.13210000e-07! 2.88500000e-07! 5.33010000e-03! 1.21290000e-10! 7.09890000e-05! 1.07840000e-02! 0.00000000e+00! 5.51430013e-10! 1.62006386e-09! 2.23437227e-10! 1.56158850e-10! 3.92131633e-10! 9.49796020e-10! 2.04491785e-10! 5.94290025e-12! 0.00000000e+00! 0.00000000e+00! 1.30969990e-09! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.45494961e-09! 1.43679634e-11! 9.40254125e-12! 2.07286948e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 9.52570037e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20511800e+02! 4.85530000e+00! 2.61660000e+00! 6.96240000e+02! 2.81380000e+02! 1.11600000e-07! 2.87740000e-07! 5.19870000e-03! 1.20140000e-10! 7.48950000e-05! 1.11570000e-02! 0.00000000e+00! 5.41919953e-10! 1.61619917e-09! 2.22742089e-10! 1.55576357e-10! 3.90599525e-10! 9.46217993e-10! 2.03718695e-10! 4.50000020e-12! 0.00000000e+00! 0.00000000e+00! 1.32369993e-09! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 6.32999986e-10! 1.44960977e-09! 1.43250654e-11! 9.38598158e-12! 2.07019870e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.11720001e-10! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20512500e+02! 4.78660000e+00! 2.61640000e+00! 6.96170000e+02! 2.81560000e+02! 1.14490000e-07! 2.76900000e-07! 4.34020000e-03! 1.22220000e-10! 7.07590000e-05! 1.06780000e-02! 0.00000000e+00! 5.29919997e-10! 1.56107816e-09! 2.12827284e-10! 1.47268142e-10! 3.68746617e-10! 8.95183205e-10! 1.92691696e-10! 8.76469990e-12! 0.00000000e+00! 0.00000000e+00! 1.21980004e-09! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.37344669e-09! 1.44518581e-11! 9.43492593e-12! 2.07809239e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.51210003e-10! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20513200e+02! 4.71770000e+00! 2.61710000e+00! 6.96090000e+02! 2.81530000e+02! 1.09490000e-07! 2.58130000e-07! 4.01370000e-03! 7.11850000e-11! 6.85380000e-05! 1.04800000e-02! 0.00000000e+00! 5.23259991e-10! 1.27599997e-09! 9.30699962e-11! 4.42999977e-12! 6.67999987e-12! 1.36000005e-11! 5.58000000e-12! 3.16669989e-11! 2.30699992e-09! 0.00000000e+00! 1.09669995e-09! 4.81399989e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 7.69419972e-10! 1.51327631e-11! 9.69776690e-12! 2.12048365e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 3.44000002e-12! 0.00000000e+00! 2.40000012e-12! 0.00000000e+00! 0.00000000e+00! 8.33330002e-11! 4.48999995e-12! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20513900e+02! 4.64830000e+00! 2.61640000e+00! 6.96320000e+02! 2.81610000e+02! 9.47040000e-08! 2.09600000e-07! 3.66210000e-03! 2.22750000e-11! 6.88220000e-05! 1.05510000e-02! 2.58499999e-10! 5.31109989e-10! 1.21885979e-09! 1.51271329e-10! 9.56867363e-11! 2.33073172e-10! 5.78334769e-10! 1.24230778e-10! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 9.76330017e-10! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 9.00588715e-10! 1.41912766e-11! 9.33433626e-12! 2.06186943e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 7.93329985e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20514600e+02! 4.57930000e+00! 2.61650000e+00! 6.96220000e+02! 2.81570000e+02! 1.00720000e-07! 2.32950000e-07! 3.97200000e-03! 9.62670000e-11! 6.37390000e-05! 9.90200000e-03! 0.00000000e+00! 5.46070023e-10! 1.33759370e-09! 1.72628412e-10! 1.13583108e-10! 2.80145601e-10! 6.88266610e-10! 1.47983570e-10! 2.10000003e-11! 0.00000000e+00! 0.00000000e+00! 1.04069997e-09! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 5.60999969e-10! 1.06464870e-09! 1.48156244e-11! 9.57534572e-12! 2.10073955e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 8.96669961e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20515300e+02! 4.50990000e+00! 2.61700000e+00! 6.96190000e+02! 2.81660000e+02! 9.52620000e-08! 2.12310000e-07! 3.46300000e-03! 4.76560000e-11! 4.70170000e-05! 7.46000000e-03! 0.00000000e+00! 5.48719958e-10! 1.23263988e-09! 1.53750040e-10! 9.77637832e-11! 2.38536385e-10! 5.91093507e-10! 1.26987532e-10! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.02330000e-09! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 9.19629539e-10! 1.41912766e-11! 9.33433626e-12! 2.06186943e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 9.29999966e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20521500e+02! 4.91940000e+00! 2.61680000e+00! 8.97450000e+02! 2.89680000e+02! 2.68600000e-08! 9.69440000e-08! 1.98200000e-02! 1.86000000e-11! 4.58080000e-05! 8.97610000e-03! 0.00000000e+00! 2.76279999e-10! 6.46007303e-10! 4.82305203e-11! 9.34267334e-12! 5.96431281e-12! 4.79503312e-11! 9.63146837e-12! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 5.37999978e-10! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.09054141e-10! 1.41912766e-11! 9.33433626e-12! 2.06186943e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 5.20000015e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20523600e+02! 5.10840000e+00! 2.61700000e+00! 8.97240000e+02! 2.89930000e+02! 2.43070000e-08! 9.76810000e-08! 2.06230000e-02! 1.67640000e-11! 4.06460000e-05! 8.06820000e-03! 1.04740001e-11! 2.57030008e-10! 4.61519989e-10! 1.81200003e-11! 3.03999989e-12! 5.26000033e-12! 1.70099993e-11! 4.63999976e-12! 1.99999999e-12! 6.38819997e-10! 0.00000000e+00! 4.12999995e-10! 3.71099991e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.09139996e-10! 1.42507377e-11! 9.35728925e-12! 2.06557133e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 4.06999998e-12! 0.00000000e+00! 2.04999993e-12! 0.00000000e+00! 0.00000000e+00! 3.19999999e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20524300e+02! 5.17120000e+00! 2.61680000e+00! 8.97350000e+02! 2.90220000e+02! 2.63880000e-08! 9.78810000e-08! 2.02670000e-02! 2.69050000e-11! 4.43550000e-05! 8.87970000e-03! 0.00000000e+00! 2.53619986e-10! 4.61519989e-10! 1.81200003e-11! 3.03999989e-12! 5.26000033e-12! 1.70099993e-11! 4.63999976e-12! 2.60000008e-11! 6.38819997e-10! 0.00000000e+00! 4.79329965e-10! 3.71099991e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.09139996e-10! 1.49642798e-11! 9.63272951e-12! 2.10999412e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 4.06999998e-12! 0.00000000e+00! 2.04999993e-12! 0.00000000e+00! 0.00000000e+00! 4.76669988e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20525000e+02! 5.23390000e+00! 2.61650000e+00! 8.97370000e+02! 2.90160000e+02! 2.47510000e-08! 9.83270000e-08! 2.06740000e-02! 2.58770000e-11! 4.45290000e-05! 8.83320000e-03! 0.00000000e+00! 2.37639991e-10! 6.53039789e-10! 4.94954841e-11! 1.04026596e-11! 8.75237209e-12! 5.44614978e-11! 1.10383256e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 5.10670006e-10! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.18771257e-10! 1.41912766e-11! 9.33433626e-12! 2.06186943e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 5.00000007e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20525700e+02! 5.29650000e+00! 2.61720000e+00! 8.97350000e+02! 2.89840000e+02! 2.51190000e-08! 9.74240000e-08! 2.08660000e-02! 2.18130000e-11! 4.06380000e-05! 8.02480000e-03! 0.00000000e+00! 2.30020003e-10! 6.48448073e-10! 4.86695545e-11! 9.71056482e-12! 6.93196932e-12! 5.02101728e-11! 1.01197479e-11! 3.81430026e-11! 0.00000000e+00! 0.00000000e+00! 4.76430007e-10! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.12426672e-10! 1.53253018e-11! 9.77209112e-12! 2.13247024e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 2.28860004e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20527100e+02! 5.42140000e+00! 2.61660000e+00! 8.97360000e+02! 2.89630000e+02! 2.56540000e-08! 9.85150000e-08! 2.12520000e-02! 2.59620000e-11! 4.41440000e-05! 8.74680000e-03! 0.00000000e+00! 2.55339999e-10! 6.53995802e-10! 4.96674368e-11! 1.05467501e-11! 9.13137014e-12! 5.53466023e-11! 1.12295685e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 4.20420004e-10! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.20092172e-10! 1.41912766e-11! 9.33433626e-12! 2.06186943e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 4.29439991e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20527800e+02! 5.48380000e+00! 2.61720000e+00! 8.97290000e+02! 2.89700000e+02! 2.47250000e-08! 9.88760000e-08! 2.10860000e-02! 1.02470000e-11! 3.37230000e-05! 6.66560000e-03! 3.79999990e-11! 2.64540001e-10! 6.55831500e-10! 4.99976276e-11! 1.08234359e-11! 9.85912914e-12! 5.70461872e-11! 1.15967947e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 4.14189988e-10! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.22628602e-10! 1.41912766e-11! 9.33433626e-12! 2.06186943e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 5.59170002e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20528500e+02! 5.54630000e+00! 2.61640000e+00! 8.97240000e+02! 2.89910000e+02! 2.47730000e-08! 9.82750000e-08! 2.12100000e-02! 1.31100000e-11! 3.75760000e-05! 7.57230000e-03! 3.60280000e-11! 2.65980016e-10! 6.52775389e-10! 4.94479215e-11! 1.03628052e-11! 8.64754275e-12! 5.42166832e-11! 1.09854278e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 5.01510000e-10! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.18405896e-10! 1.41912766e-11! 9.33433626e-12! 2.06186943e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 2.57429997e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20529200e+02! 5.60870000e+00! 2.61700000e+00! 8.97210000e+02! 2.90050000e+02! 2.60570000e-08! 9.86200000e-08! 2.08130000e-02! 2.10260000e-11! 3.99070000e-05! 8.02710000e-03! 0.00000000e+00! 2.65750005e-10! 6.54529708e-10! 4.97634781e-11! 1.06272265e-11! 9.34304543e-12! 5.58409430e-11! 1.13363789e-11! 4.63889994e-12! 0.00000000e+00! 0.00000000e+00! 5.10139986e-10! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.20829916e-10! 1.43291949e-11! 9.38757492e-12! 2.07045579e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 4.71109991e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
